"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00467513","1986-02-23","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   30",",,0,0700","    0","P,,0","    0","P,,0,","   17",",,0","  -44",",,0",,,,,,,,,"  -44",",,0,0700",,,,,,,,,"    1",",,0",,
"USC00467513","1986-02-24","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    5",",,0,0700","   13",",,0","   25",",,0,","   33",",,0","  -50",",,0",,,,,,,,,"  -17",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-02-25","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   56",",,0,0700","   76",",,0","   76",",,0,","   -6",",,0"," -100",",,0",,,,,,,,,"  -94",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-02-26","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   15",",,0,0700","   25",",,0","   76",",,0,","  -39",",,0"," -111",",,0",,,,,,,,," -106",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-02-27","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   30",",,0,0700","   25",",,0","  102",",,0,","   -6",",,0"," -106",",,0",,,,,,,,,"  -22",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-02-28","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   58",",,0,0700","   76",",,0","  152",",,0,","  -22",",,0"," -117",",,0",,,,,,,,," -117",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-01","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0",",,0,0700","    0",",,0","  127",",,0,","  -33",",,0"," -139",",,0",,,,,,,,," -122",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-02","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","T,,0,0700","    0","T,,0","  127",",,0,","   -6",",,0"," -133",",,0",,,,,,,,,"  -89",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-03","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   91",",,0,0700","  102",",,0","  178",",,0,","   22",",,0","  -89",",,0",,,,,,,,,"  -11",",,0,0700","    1",",,0",,,,,,,,,,
"USC00467513","1986-03-04","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   23",",,0,0700","   25",",,0","  178",",,0,","    6",",,0","  -33",",,0",,,,,,,,,"  -33",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-05","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","T,,0,0700","    0","T,,0","  178",",,0,","    6",",,0","  -56",",,0",,,,,,,,,"  -56",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-06","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   23",",,0,0700","   25",",,0","  203",",,0,","   28",",,0","  -61",",,0",,,,,,,,,"    6",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-07","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","  122",",,0,0700","  127",",,0","  330",",,0,","   11",",,0","  -78",",,0",,,,,,,,,"  -78",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-08","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","T,,0,0700","    0","T,,0","  330",",,0,","  -78",",,0"," -194",",,0",,,,,,,,," -194",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-09","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0",",,0,0700","    0",",,0","  254",",,0,","   67",",,0"," -194",",,0",,,,,,,,,"   61",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-10","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0",",,0,0700","    0",",,0","   76",",,0,","  178",",,0","   56",",,0",,,,,,,,,"   89",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-11","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   58",",,0,0700","    0","P,,0","    0",",,0,","  183",",,0","   56",",,0",,,,,,,,,"   61",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-12","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","   61",",,0","   -6",",,0",,,,,,,,,"   33",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-13","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","T,,0,0700","    0","P,,0","    0","P,,0,","   94",",,0","   33",",,0",,,,,,,,,"   67",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-14","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   56",",,0,0700","    0","P,,0","    0","P,,0,","  133",",,0","   67",",,0",,,,,,,,,"   94",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-15","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","  409",",,0,0700","    0","P,,0","    0","P,,0,","  100",",,0","   56",",,0",,,,,,,,,"   61",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-16","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   56",",,0,0700","    0","P,,0","    0","P,,0,","   72",",,0","    6",",,0",,,,,,,,,"   11",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-17","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","   72",",,0","  -11",",,0",,,,,,,,,"   -6",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-18","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  106",",,0","   -6",",,0",,,,,,,,,"   39",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-19","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  144",",,0","   -6",",,0",,,,,,,,,"  139",",,0,0700",,,,,,,,,,,"    1",",,0"
"USC00467513","1986-03-20","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","T,,0,0700","    0","P,,0","    0","P,,0,","  183",",,0","  -11",",,0",,,,,,,,,"  -11",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-21","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   15",",,0,0700","   13",",,0","   25",",,0,","    0",",,0"," -139",",,0",,,,,,,,," -139",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-22","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0",",,0,0700","    0","P,,0","    0",",,0,","   -6",",,0"," -139",",,0",,,,,,,,," -122",",I,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-23","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","   78",",,0","  -78",",I,0",,,,,,,,,"   -6",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-24","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  144",",,0","  -11",",,0",,,,,,,,,"   17",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-25","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  144",",,0","   11",",,0",,,,,,,,,"   44",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-26","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  206",",,0","   44",",,0",,,,,,,,,"   94",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-27","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   89",",,0,0700","    0","P,,0","    0","P,,0,","  200",",,0","   33",",,0",,,,,,,,,"   33",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-28","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,","  122",",,0","  -22",",,0",,,,,,,,,"  -22",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-29","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  178",",,0","  -22",",,0",,,,,,,,,"   78",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-30","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  233",",,0","  -22",",,0",,,,,,,,,"  111",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-03-31","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  250",",,0","  100",",,0",,,,,,,,,"  122",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-01","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0",",,0,0700","    0","P,,0","    0",",,0,","  278",",,0","  106",",,0",,,,,,,,,"  144",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-02","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  256",",,0","   72",",,0",,,,,,,,,"   72",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-03","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  211",",,0","   67",",,0",,,,,,,,,"  100",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-04","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","T,,0,0700","    0","P,,0","    0","P,,0,","  222",",,0","   67",",,0",,,,,,,,,"  133",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-05","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  244",",,0","  128",",,0",,,,,,,,,"  156",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-06","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   10",",,0,0700","    0","P,,0","    0","P,,0,","  239",",,0","  122",",,0",,,,,,,,,"  128",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-07","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   33",",,0,0700","    0","P,,0","    0","P,,0,","  217",",,0","   83",",,0",,,,,,,,,"   94",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-08","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,","  206",",,0","   89",",,0",,,,,,,,,"  128",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-09","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","T,,0,0700","    0","T,,0","    0","T,,0,","  183",",,0","   -6",",,0",,,,,,,,,"   -6",",,0,0700",,,,,"    1",",,0",,,,,,
"USC00467513","1986-04-10","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   89",",,0,0700","   51",",,0","   51",",,0,","   11",",,0","  -39",",,0",,,,,,,,,"  -39",",,0,0700",,,,,,,,,"    1",",,0",,
"USC00467513","1986-04-11","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   10",",,0,0700","    0","T,,0","   51",",,0,","   17",",,0","  -39",",,0",,,,,,,,,"   11",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-12","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0",",,0,0700","    0",",,0","    0",",,0,","  117",",,0","    6",",,0",,,,,,,,,"   22",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-13","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  178",",,0","   22",",,0",,,,,,,,,"   89",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-14","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  167",",,0","   61",",,0",,,,,,,,,"   72",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-15","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","T,,0,0700","    0","P,,0","    0","P,,0,","  206",",,0","   61",",,0",,,,,,,,,"   94",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-16","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   20",",,0,0700","   25",",,0","   25",",,0,","  200",",,0","  -17",",,0",,,,,,,,,"  -11",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-17","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","  188",",,0,0700","  127",",,0","  127",",,0,","    6",",,0","  -22",",,0",,,,,,,,,"  -17",",,0,0700","    1",",,0",,,,,,,,,,
"USC00467513","1986-04-18","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","   51",",,0,0700","    0","P,,0","   25",",,0,","   22",",,0","  -17",",,0",,,,,,,,,"    6",",,0,0700","    1",",,0",,,,,,,,,,
"USC00467513","1986-04-19","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0",",,0,0700","    0","P,,0","    0","P,,0,","  189",",,0","    6",",,0",,,,,,,,,"  100",",,0,0700",,,,,,,,,,,,
"USC00467513","1986-04-20","38.2062","-80.5205","941.8","RICHWOOD 1 SSE, WV US","    0","P,,0,0700","    0","P,,0","    0","P,,0,","  239",",,0","  100",",,0",,,,,,,,,"  128",",,0,0700",,,,,,,,,,,,
