"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1WVFY0001","2009-10-05","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    3",",,N",,,,,,,,
"US1WVFY0001","2009-10-06","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   58",",,N",,,,,,,,
"US1WVFY0001","2009-10-09","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   13",",L,N",,,,,"    3",",L,N","   13",",L,N"
"US1WVFY0001","2009-10-10","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  150",",,N",,,,,,,,
"US1WVFY0001","2009-10-13","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    8",",,N",,,,,,,,
"US1WVFY0001","2009-10-16","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    2",",,N","  188",",,N"
"US1WVFY0001","2009-10-18","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   41",",,N",,,,,,,,
"US1WVFY0001","2009-10-19","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-10-20","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-10-21","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-10-22","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    3",",,N",,,,,,,,
"US1WVFY0001","2009-10-23","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-10-24","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  340",",,N",,,,,,,,
"US1WVFY0001","2009-10-25","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-10-27","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    2",",,N","  178",",,N"
"US1WVFY0001","2009-11-01","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  218",",,N",,,,,,,,
"US1WVFY0001","2009-11-02","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-11-10","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    8",",,N","    0",",,N"
"US1WVFY0001","2009-11-11","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   58",",,N",,,,,,,,
"US1WVFY0001","2009-11-12","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   36",",,N",,,,,,,,
"US1WVFY0001","2009-11-18","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    6",",,N","    0",",,N"
"US1WVFY0001","2009-11-19","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    5",",,N",,,,,,,,
"US1WVFY0001","2009-11-20","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  160",",,N",,,,,,,,
"US1WVFY0001","2009-11-21","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    3",",,N",,,,,,,,
"US1WVFY0001","2009-11-22","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-11-23","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   30",",,N",,,,,,,,
"US1WVFY0001","2009-11-24","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-11-25","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-11-30","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    5",",,N","   36",",,N"
"US1WVFY0001","2009-12-05","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-12-07","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   51",",,N",,,,,,,,
"US1WVFY0001","2009-12-08","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2009-12-09","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  244",",,N",,,,,,,,
"US1WVFY0001","2009-12-13","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    4",",,N","    8",",,N"
"US1WVFY0001","2009-12-14","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   48",",,N",,,,,,,,
"US1WVFY0001","2009-12-18","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    4",",,N","    0",",,N"
"US1WVFY0001","2009-12-20","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,"  533",",,N","    2",",,N","    0",",,N"
"US1WVFY0001","2009-12-24","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    4",",,N","    0",",,N"
"US1WVFY0001","2009-12-25","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  274",",,N",,,,,,,,
"US1WVFY0001","2009-12-30","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,"  330",",,N","    4",",,N","   66",",,N"
"US1WVFY0001","2010-01-02","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    2",",,N","    0",",,N"
"US1WVFY0001","2010-01-11","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,"  483",",G,N","    9",",,N"," 4826",",,N"
"US1WVFY0001","2010-01-12","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,"   51",",,N",,,,,,
"US1WVFY0001","2010-01-13","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   25",",,N",,,,,,,,
"US1WVFY0001","2010-01-16","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,"   38",",G,N","    3",",,N","  140",",,N"
"US1WVFY0001","2010-01-18","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    2",",,N","  178",",,N"
"US1WVFY0001","2010-01-19","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    5",",,N",,,,,,,,
"US1WVFY0001","2010-01-20","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   15",",,N",,,,,,,,
"US1WVFY0001","2010-01-21","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   56",",,N",,,,,,,,
"US1WVFY0001","2010-01-22","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   84",",,N",,,,,,,,
"US1WVFY0001","2010-01-23","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    5",",,N",,,,,,,,
"US1WVFY0001","2010-01-25","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  206",",,N",,,,,,,,
"US1WVFY0001","2010-01-27","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   61",",,N","   25",",,N",,,,,,
"US1WVFY0001","2010-02-01","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N","  305",",,N",,,,
"US1WVFY0001","2010-02-02","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-03","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  102",",,N",,,,,,,,
"US1WVFY0001","2010-02-04","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-05","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-06","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  234",",,N",,,"   56",",,N",,,,
"US1WVFY0001","2010-02-07","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-08","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-09","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-10","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-11","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-13","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  234",",,N",,,"  140",",,N",,,,
"US1WVFY0001","2010-02-14","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-16","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-17","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-18","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N","  178",",,N",,,,
"US1WVFY0001","2010-02-19","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   91",",,N",,,,,,,,
"US1WVFY0001","2010-02-20","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-22","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N","   25",",,N",,,,
"US1WVFY0001","2010-02-23","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-25","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-26","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-02-27","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N","  216",",,N",,,,
"US1WVFY0001","2010-02-28","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-03","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,"  152",",,N","    3",",,N","  147",",,N"
"US1WVFY0001","2010-03-04","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-05","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-06","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-07","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-08","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-09","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-10","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-11","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-12","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   69",",,N",,,,,,,,
"US1WVFY0001","2010-03-13","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  414",",,N",,,,,,,,
"US1WVFY0001","2010-03-14","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   46",",,N",,,,,,,,
"US1WVFY0001","2010-03-16","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    2",",,N","   61",",,N"
"US1WVFY0001","2010-03-17","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-18","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-19","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-20","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-21","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-23","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    2",",,N","  246",",,N"
"US1WVFY0001","2010-03-24","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-26","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    2",",,N","  117",",,N"
"US1WVFY0001","2010-03-27","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-03-30","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    3",",,N","  206",",,N"
"US1WVFY0001","2010-04-01","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-04-02","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-04-03","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-04-04","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-04-05","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-04-06","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  122",",,N",,,,,,,,
"US1WVFY0001","2010-04-07","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-04-08","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-04-09","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  150",",,N",,,,,,,,
"US1WVFY0001","2010-04-10","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",,N","    0",",,N",,,,,,
"US1WVFY0001","2010-04-15","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    0",",L,N","    0",",,N",,,,,,
"US1WVFY0001","2010-04-16","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    5",",L,N","    0",",L,N"
"US1WVFY0001","2010-04-17","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   66",",,N",,,,,,,,
"US1WVFY0001","2010-04-22","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US",,,,,,,"    5",",,N","    0",",,N"
"US1WVFY0001","2010-04-23","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   13",",,N",,,,,,,,
"US1WVFY0001","2010-04-24","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","    8",",,N",,,,,,,,
"US1WVFY0001","2010-04-25","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","  119",",,N",,,,,,,,
"US1WVFY0001","2010-04-26","38.06","-81.11","519.1","FAYETTEVILLE 0.6 NNW, WV US","   66",",,N",,,,,,,,
