"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00468893","1998-10-06","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  294",",,0","  133",",,0",,,,,,,"  133",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-07","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  294",",,0","  133",",,0",,,,,,,"  139",",,0,0700",,,,,,,,,,
"USC00468893","1998-10-08","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  218",",,0,0700","    0","P,,0",,,"  211",",,0","  133",",,0",,,,,,,"  133",",,0,0700",,,"    1",",,0",,,,,,
"USC00468893","1998-10-09","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    8",",,0,0700","    0","P,,0",,,"  156",",,0","  117",",,0",,,,,,,"  117",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-10","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  167",",,0","   78",",,0",,,,,,,"   83",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-11","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  178",",,0","   78",",,0",,,,,,,"   83",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-12","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  183",",,0","   67",",,0",,,,,,,"   72",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-13","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  239",",,0","   56",",,0",,,,,,,"   56",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-14","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  233",",,0","   28",",,0",,,,,,,"   28",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-15","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  172",",,0","   22",",,0",,,,,,,"   22",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-16","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  211",",,0","   17",",,0",,,,,,,"   39",",,0,0700",,,,,,,,,,
"USC00468893","1998-10-17","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  267",",,0","   39",",,0",,,,,,,"   44",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-18","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  289",",,0","   44",",,0",,,,,,,"   72",",I,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-19","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   38",",,0,0700","    0","P,,0",,,"  278",",,0","   89",",I,0",,,,,,,"  128",",,0,0700",,,,,,,,,,
"USC00468893","1998-10-20","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  194",",,0","   50",",,0",,,,,,,"   50",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-21","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  194",",,0","   44",",,0",,,,,,,"   44",",,0,0700",,,,,,,,,,
"USC00468893","1998-10-22","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   33",",,0,0700","    0","P,,0",,,"  161",",,0","   33",",,0",,,,,,,"   39",",,0,0700",,,,,,,,,,
"USC00468893","1998-10-23","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  117",",,0","  -11",",,0",,,,,,,"  -11",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-24","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  161",",,0","  -17",",,0",,,,,,,"  -17",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-25","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  211",",,0","  -17",",,0",,,,,,,"   17",",,0,0700",,,,,,,,,,
"USC00468893","1998-10-26","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  217",",,0","  -11",",,0",,,,,,,"  -11",",,0,0700",,,,,,,,,,
"USC00468893","1998-10-27","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  222",",,0","  -11",",,0",,,,,,,"   33",",,0,0700",,,,,,,,,,
"USC00468893","1998-10-28","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0","P,,0",,,"  233",",,0","   33",",,0",,,,,,,"   67",",,0,0700",,,,,,,,,,
"USC00468893","1998-10-29","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   18",",,0,0700","    0","P,,0",,,"  161",",,0","   67",",,0",,,,,,,"  100",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-10-30","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   20",",,0,0700","    0","P,,0",,,"  217",",,0","   33",",,0",,,,,,,"   72",",,0,0700",,,,,,,,,,
"USC00468893","1998-10-31","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   61",",,0,0700","    0","P,,0",,,"  183",",,0","   72",",,0",,,,,,,"  111",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-01","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  183",",,0","   50",",,0",,,,,,,"   61",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-11-02","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","1998-11-03","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","1998-11-04","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","1998-11-05","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","1998-11-06","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0",",,0",,,,,"    5",",,0","  112",",,0",,,,,,,,,,,,,,
"USC00468893","1998-11-07","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,"   22",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-08","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   13",",,0,0700","    0",",,0","    0",",,0","  117",",,0","  -11",",,0",,,,,,,"   22",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-09","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    8",",,0,0700","    0",",,0","    0",",,0","   67",",,0","   22",",,0",,,,,,,"   61",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-10","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   74",",,0,0700","    0",",,0","    0",",,0","  156",",,0","   61",",,0",,,,,,,"   78",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-11","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   99",",,0,0700","    0",",,0","    0",",,0","  256",",,0","   78",",,0",,,,,,,"   83",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-12","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  144",",,0","  -39",",,0",,,,,,,"  -39",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-13","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  139",",,0","  -44",",,0",,,,,,,"   28",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-14","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  156",",,0","   17",",,0",,,,,,,"   39",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-15","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    5",",,0,0700","    0",",,0","    0",",,0","  156",",,0","   39",",,0",,,,,,,"   78",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-16","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  161",",,0","  -17",",,0",,,,,,,"  -11",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-11-17","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  200",",,0","  -11",",,0",,,,,,,"   11",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-18","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  106",",,0","  -22",",,0",,,,,,,"  -22",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-11-19","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  167",",,0","  -28",",,0",,,,,,,"   61",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-20","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  211",",,0","   61",",,0",,,,,,,"  100",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-21","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   66",",,0,0700","    0",",,0","    0",",,0","  100",",,0","  -39",",,0",,,,,,,"  -39",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-22","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   83",",,0","  -72",",,0",,,,,,,"  -67",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-23","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  111",",,0","  -67",",,0",,,,,,,"  -44",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-24","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    3",",,0,0700","    0",",,0","    0",",,0","  217",",,0","  -44",",,0",,,,,,,"   22",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-25","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  161",",,0","  -33",",,0",,,,,,,"  -33",",,0,0700",,,,,,,,,,
"USC00468893","1998-11-26","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","1998-11-27","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","1998-11-28","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00468893","1998-11-29","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US",,,"    0","P,,0","    0","P,,0",,,,,"    4",",,0","  160",",,0",,,,,,,,,,,,,,
"USC00468893","1998-11-30","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0",,,,,,,,,,,"    0",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-01","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   10",",,0,0700","    0",",,0","    0",",,0","  244",",,0","    0",",,0",,,,,,,"  100",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-02","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  167",",,0","  -39",",,0",,,,,,,"  -33",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-03","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  217",",,0","  -39",",,0",,,,,,,"   28",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-04","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  206",",,0","   28",",,0",,,,,,,"  122",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-05","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    3",",,0,0700","    0",",,0","    0",",,0","  228",",,0","   56",",,0",,,,,,,"   78",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-06","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   18",",,0,0700","    0",",,0","    0",",,0","  194",",,0","   78",",,0",,,,,,,"  161",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-07","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0","T,,0,0700","    0",",,0","    0",",,0","  250",",,0","  150",",,0",,,,,,,"  194",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-08","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  259",",,0,0700","    0",",,0","    0",",,0","  194",",,0","  117",",,0",,,,,,,"  117",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-09","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  124",",,0,0700","    0",",,0","    0",",,0","  122",",,0","    6",",,0",,,,,,,"    6",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-10","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","  100",",,0","  -22",",,0",,,,,,,"  -22",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-12-11","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   78",",,0","  -22",",,0",,,,,,,"  -17",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-12-12","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   94",",,0","  -17",",,0",,,,,,,"    6",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-13","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  107",",,0,0700","    0",",,0","    0",",,0","   72",",,0","    6",",,0",,,,,,,"   56",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-14","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   36",",,0,0700","    0",",,0","    0",",,0","   61",",,0","  -39",",,0",,,,,,,"  -39",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-12-15","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   39",",,0","  -56",",,0",,,,,,,"  -44",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-12-16","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   28",",,0","  -61",",,0",,,,,,,"  -61",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-17","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   41",",,0,0700","    0",",,0","    0",",,0","  106",",,0","  -67",",,0",,,,,,,"   17",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-18","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    5",",,0,0700","    0","T,,0","    0",",,0","   50",",,0","  -61",",,0",,,,,,,"  -61",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-19","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   83",",,0","  -61",",,0",,,,,,,"    0",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-20","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   23",",,0,0700","    0",",,0","    0",",,0","  106",",,0","    0",",,0",,,,,,,"   67",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-12-21","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    3",",,0,0700","    0",",,0","    0",",,0","  139",",,0","   22",",,0",,,,,,,"   28",",,0,0700","    1",",,0",,,,,,,,
"USC00468893","1998-12-22","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","  157",",,0,0700","    0",",,0","    0",",,0","  206",",,0","    6",",,0",,,,,,,"    6",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-23","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","    6",",,0","  -94",",,0",,,,,,,"  -89",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-24","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   25",",,0,0700","   25",",,0","   25",",,0","  -56",",,0","  -89",",,0",,,,,,,"  -56",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-25","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","   25",",,0","   -6",",,0"," -139",",,0",,,,,,," -139",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-26","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   17",",,0"," -144",",,0",,,,,,,"  -50",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-27","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   61",",,0","  -83",",,0",,,,,,,"  -67",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-28","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","    0",",,0,0700","    0",",,0","    0",",,0","   83",",,0","  -67",",,0",,,,,,,"   11",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-29","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   48",",,0,0700","    0",",,0","    0",",,0","   33",",,0","    0",",,0",,,,,,,"   11",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-30","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   25",",,0,0700","    0","T,,0","    0","T,,0","   67",",,0","  -94",",,0",,,,,,,"  -94",",,0,0700",,,,,,,,,,
"USC00468893","1998-12-31","38.36139","-81.84972","335.3","TORNADO 2 NW, WV US","   23",",,0,0700","   51",",,0","   51",",,0","  -39",",,0","  -94",",,0",,,,,,,"  -67",",,0,0700",,,,,,,,,,
