"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1WVKN0034","2020-09-04","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   58",",,N",,,,,,
"US1WVKN0034","2020-09-05","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  102",",,N",,,,,,
"US1WVKN0034","2020-09-06","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-07","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-08","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-09","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-10","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   23",",,N",,,,,,
"US1WVKN0034","2020-09-11","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-12","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-13","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-14","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   89",",,N",,,,,,
"US1WVKN0034","2020-09-15","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-16","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-17","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-18","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-19","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-20","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-21","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-22","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-23","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-24","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-25","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-26","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-27","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-28","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-09-29","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   48",",,N",,,,,,
"US1WVKN0034","2020-09-30","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   58",",,N",,,,,,
"US1WVKN0034","2020-10-01","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-02","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-03","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-04","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-05","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   48",",,N",,,,,,
"US1WVKN0034","2020-10-06","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-07","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-08","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-09","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-10","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   15",",,N",,,,,,
"US1WVKN0034","2020-10-11","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   61",",,N",,,,,,
"US1WVKN0034","2020-10-12","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   13",",,N",,,,,,
"US1WVKN0034","2020-10-13","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   20",",,N",,,,,,
"US1WVKN0034","2020-10-14","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-15","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-16","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   51",",,N",,,,,,
"US1WVKN0034","2020-10-17","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-18","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-19","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-20","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-21","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-22","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-23","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-25","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  127",",,N",,,,,,
"US1WVKN0034","2020-10-26","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-27","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-28","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-10-29","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  269",",,N",,,,,,
"US1WVKN0034","2020-10-30","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  142",",,N",,,,,,
"US1WVKN0034","2020-10-31","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-01","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-02","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-03","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-04","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-05","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-06","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-07","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-08","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-09","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-10","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-11","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  157",",,N",,,,,,
"US1WVKN0034","2020-11-12","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  257",",,N",,,,,,
"US1WVKN0034","2020-11-13","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-14","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-23","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  114",",,N",,,,,,
"US1WVKN0034","2020-11-24","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0","T,,N",,,,,,
"US1WVKN0034","2020-11-25","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-26","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  114",",,N",,,,,,
"US1WVKN0034","2020-11-27","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-28","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-29","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-11-30","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   36",",,N",,,,,,
"US1WVKN0034","2020-12-01","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   25",",,N","   25",",,N","   25",",,N",,
"US1WVKN0034","2020-12-07","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  107",",,N",,,,,,
"US1WVKN0034","2020-12-08","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-12-09","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-12-10","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-12-11","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-12-12","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-12-13","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0","T,,N",,,,,,
"US1WVKN0034","2020-12-14","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  229",",,N",,,,,,
"US1WVKN0034","2020-12-18","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-12-19","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-12-23","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    0",",,N","    0",",,N",,,,
"US1WVKN0034","2020-12-24","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   74",",,N",,,,,,
"US1WVKN0034","2020-12-25","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  191",",,N","  114",",,N",,,"  191",",,N"
"US1WVKN0034","2021-01-01","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","  229",",,N",,,,,,
"US1WVKN0034","2021-01-02","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","    8",",,N",,,,,,
"US1WVKN0034","2021-01-03","38.38436","-81.81312","178.9","ST. ALBANS 0.5 NNE, WV US","   56",",,N",,,,,,
